params                          mean       std       2.5q       25q       50q       75q      97.5q    mc_err
t_subj(AN.neutral).35           0.201916  0.009724   0.184278  0.195605  0.201034  0.207381   0.224037  0.000138
t_subj(AN.neutral).36           0.214054   0.00434   0.205736   0.21142  0.213984  0.216585   0.223319  0.000069
t_subj(AN.neutral).37           0.166404  0.016025   0.132257  0.154478  0.171957  0.178369    0.18683  0.000409
t_subj(AN.neutral).38           0.103746  0.009927   0.082662  0.097441  0.104454  0.110852   0.121256  0.000138
t_subj(AN.neutral).40           0.191354   0.00508   0.178982  0.188682  0.191924  0.194779   0.199549  0.000071
t_subj(AN.neutral).41           0.086102  0.011477   0.061764  0.078726  0.086914  0.094142   0.106419   0.00014
t_subj(AN.neutral).42           0.138713  0.010606   0.115564  0.132242  0.139707  0.146114   0.156975  0.000127
t_subj(AN.neutral).45           0.201715  0.007757   0.185143  0.196831  0.202245  0.206941   0.215741  0.000112
t_subj(AN.neutral).115          0.157838  0.005878   0.146842   0.15413  0.157567  0.161225   0.170574  0.000083
t_subj(AN.neutral).116           0.53954  0.011285   0.516093   0.53267  0.539884  0.546841   0.561358  0.000147
t_subj(HC.food).47              0.163824  0.008654   0.144659  0.158503  0.164583  0.169892    0.17845  0.000107
t_subj(HC.food).48              0.298273  0.004678   0.287949  0.295367  0.298666  0.301629   0.306352   0.00007
t_subj(HC.food).50              0.131367  0.009044   0.111739  0.125928  0.131933  0.137476   0.147707  0.000135
t_subj(HC.food).51              0.133238  0.015596   0.102395  0.122966   0.13291   0.14397   0.163425  0.000199
t_subj(HC.food).52              0.093999  0.010926   0.070522  0.087194  0.094721  0.101562   0.113593  0.000163
t_subj(HC.food).54              0.125775  0.014887   0.093715  0.116543  0.126607  0.136236   0.152076  0.000203
t_subj(HC.food).56              0.220219  0.005276   0.208817  0.217046  0.220631  0.223939   0.229093  0.000081
t_subj(HC.food).60              0.203707  0.009479   0.182926  0.198004  0.204469  0.210361   0.219916  0.000149
t_subj(HC.food).61              0.152995  0.014898   0.121779  0.143477  0.153816  0.163657   0.179264  0.000243
t_subj(HC.food).62              0.231383  0.005913   0.218701  0.227637  0.231847  0.235537   0.241675  0.000111
t_subj(HC.food).64              0.130181  0.015361   0.101997  0.119814  0.128826  0.139527    0.16214  0.000254
t_subj(HC.food).66              0.097241  0.010378   0.074601  0.090745   0.09803  0.104612   0.115216  0.000149
t_subj(HC.food).67              0.122029  0.013596   0.092854  0.113288  0.122958  0.131629   0.145738  0.000177
t_subj(HC.food).68              0.185315  0.004725   0.174982  0.182425  0.185662  0.188691   0.193415  0.000059
t_subj(HC.food).69              0.114811   0.00806   0.097481  0.109671  0.115353  0.120403   0.128893  0.000132
t_subj(HC.food).70              0.224282  0.007314    0.20859  0.219729  0.224869  0.229412   0.237005  0.000139
t_subj(HC.food).71              0.214143  0.009149   0.194272  0.208599  0.214794  0.220341   0.230345  0.000126
t_subj(HC.food).73              0.173641   0.01024   0.151611  0.167145  0.174462  0.180801   0.191437  0.000152
t_subj(HC.food).75              0.167679  0.009354   0.145551  0.162551   0.16822  0.173597   0.185099  0.000123
t_subj(HC.food).79              0.245381  0.014679   0.217189  0.236524  0.245176  0.253737   0.277297  0.000218
t_subj(HC.food).80              0.128254  0.009153   0.108278  0.122534  0.128795  0.134709   0.144057  0.000124
t_subj(HC.food).81              0.114034   0.00876   0.095314  0.108413  0.114624  0.120421   0.129125  0.000141
t_subj(HC.food).84              0.196994  0.005729   0.184465  0.193485  0.197526  0.201042   0.206723  0.000079
t_subj(HC.food).85              0.133447  0.008216   0.115697  0.128259  0.134099  0.139184   0.147739  0.000115
t_subj(HC.food).87              0.248586  0.006998    0.23389  0.244206  0.249021  0.253287   0.261179  0.000096
t_subj(HC.food).88              0.106472  0.010162   0.084142  0.100218  0.107187  0.113652   0.124172  0.000143
t_subj(HC.food).89              0.111388   0.00979   0.090732  0.105179  0.111844  0.118058   0.129412  0.000132
t_subj(HC.food).90              0.106113  0.008905   0.087082   0.10061  0.106596  0.112339   0.121933  0.000134
t_subj(HC.food).94              0.160681  0.013812   0.138324  0.151226  0.158374  0.167816   0.192131  0.000241
t_subj(HC.food).96              0.169766  0.009205   0.149965  0.164136   0.17034  0.175984   0.186281  0.000116
t_subj(HC.food).97              0.219636  0.004758   0.209131  0.216768  0.220055  0.222971   0.227593  0.000086
t_subj(HC.food).98              0.131826  0.010842   0.108702  0.125091   0.13258  0.139406    0.15083  0.000148
t_subj(HC.food).100              0.16574  0.010673   0.142826  0.158996  0.166332   0.17319   0.184782  0.000181
t_subj(HC.food).101              0.08973   0.01132   0.065143  0.082593  0.090408  0.097715   0.109975  0.000136
t_subj(HC.food).102             0.195584   0.00817   0.178029  0.190548  0.196189  0.201301   0.209836  0.000116
t_subj(HC.food).103             0.203485  0.006776   0.189252  0.199298  0.203639  0.207845   0.216757  0.000098
t_subj(HC.food).104             0.181451  0.011531   0.156397  0.174418  0.182555  0.189487   0.201268  0.000167
t_subj(HC.food).105             0.186569  0.012385   0.165865  0.179081  0.185041  0.191283   0.218106  0.000208
t_subj(HC.food).106             0.123557  0.007649   0.106895  0.118774   0.12424  0.128953   0.136582  0.000116
t_subj(HC.food).107             0.231255  0.009064   0.211195  0.225645  0.231987  0.237735   0.246954  0.000146
t_subj(HC.food).108             0.114582  0.015875   0.085065  0.104932  0.114199  0.123232   0.151222  0.000255
t_subj(HC.food).109             0.098541  0.010704    0.07562  0.091766  0.099167  0.106011   0.117567  0.000141
t_subj(HC.food).110             0.097087  0.008678    0.07839  0.091706  0.097765  0.103157   0.112263  0.000142
t_subj(HC.food).112             0.223413  0.007826   0.210823  0.217383  0.223235  0.227829   0.242118  0.000167
t_subj(HC.food).117             0.104791  0.008991   0.085084  0.099182  0.105383  0.111162   0.120556  0.000127
t_subj(HC.neutral).47             0.1071    0.0074   0.091251  0.102464  0.107579  0.112351   0.120286  0.000112
t_subj(HC.neutral).48           0.327221  0.006825    0.31299  0.323004  0.327477  0.331654   0.340432  0.000097
t_subj(HC.neutral).50            0.19675  0.013784   0.166605  0.188381   0.19778   0.20656   0.220451  0.000203
t_subj(HC.neutral).51           0.218102   0.00854   0.200002  0.212898  0.218443  0.223682   0.234757  0.000144
t_subj(HC.neutral).52           0.112062  0.008559   0.093316  0.106801  0.112704  0.118091    0.12682  0.000114
t_subj(HC.neutral).54           0.103052  0.010299   0.081063  0.096381  0.103638  0.110296   0.121452  0.000154
t_subj(HC.neutral).56           0.167223  0.007478   0.142364  0.165585  0.168876  0.171535   0.175836  0.000162
t_subj(HC.neutral).60           0.208416    0.0091   0.190232  0.202778  0.208453  0.213936   0.227211  0.000114
t_subj(HC.neutral).61           0.187204  0.007867   0.170373  0.182392  0.187883  0.192496   0.201107  0.000135
t_subj(HC.neutral).62           0.232478   0.00387   0.224046  0.230072   0.23279  0.235245   0.239158  0.000071
t_subj(HC.neutral).64           0.200074  0.012967   0.172633  0.191843  0.201056  0.209296   0.222531  0.000197
t_subj(HC.neutral).66           0.123801  0.006123   0.110466  0.120013  0.124202  0.128047   0.134648  0.000092
t_subj(HC.neutral).67           0.143379   0.01858   0.107961  0.130046  0.142284  0.157293   0.178455  0.000282
t_subj(HC.neutral).68            0.12772  0.006835   0.112851  0.123458  0.128255  0.132533   0.139512  0.000085
t_subj(HC.neutral).69           0.119719  0.007901   0.102551  0.114892   0.12027  0.125286    0.13338  0.000106
t_subj(HC.neutral).70           0.228548  0.011606   0.208612  0.216559  0.231267   0.23809   0.247082   0.00031
t_subj(HC.neutral).71           0.240244  0.010061   0.219473  0.234418  0.240658  0.246481   0.257226  0.000156
t_subj(HC.neutral).73           0.147583   0.01421   0.120899  0.138119  0.146602  0.156384   0.176218  0.000228
t_subj(HC.neutral).75           0.208181  0.005973   0.195042  0.204472  0.208615  0.212496   0.218486  0.000107
t_subj(HC.neutral).79           0.267359  0.013191   0.236705  0.260148  0.269516  0.276491   0.288149  0.000184
t_subj(HC.neutral).80           0.162402  0.008149   0.145149  0.157596  0.162935  0.167678   0.177753  0.000125
t_subj(HC.neutral).81           0.136204  0.005195   0.124913  0.133017  0.136662  0.139873   0.144996  0.000075
t_subj(HC.neutral).84           0.123759  0.006825    0.10891  0.119386  0.124232  0.128654   0.135434  0.000108
t_subj(HC.neutral).85            0.14326  0.009933   0.121585  0.137062   0.14405   0.15028   0.160368  0.000134
t_subj(HC.neutral).87           0.241467  0.005315   0.230101  0.238223  0.241864  0.245207   0.250736   0.00008
t_subj(HC.neutral).88           0.187089   0.00879   0.169605  0.180831  0.187744  0.193749     0.2022  0.000141
t_subj(HC.neutral).89           0.124085  0.006808   0.109447  0.119917  0.124611  0.128814   0.136048  0.000102
t_subj(HC.neutral).90           0.189367    0.0079     0.1723  0.184515  0.189929  0.194977    0.20307  0.000129
t_subj(HC.neutral).94           0.221793  0.010497   0.199176  0.215354  0.222541  0.229201   0.240019  0.000157
t_subj(HC.neutral).96           0.225508  0.008252   0.207718  0.220426  0.226101  0.231271   0.239962   0.00015
t_subj(HC.neutral).97           0.194851  0.005481   0.183061  0.191448  0.195325  0.198744   0.204291  0.000082
t_subj(HC.neutral).98           0.265244  0.005992   0.253406  0.261304  0.265084  0.269096   0.277207  0.000091
t_subj(HC.neutral).100          0.073055  0.013103   0.046537  0.064476   0.07344  0.082114   0.097498  0.000184
t_subj(HC.neutral).101          0.113457  0.007589   0.097517  0.108593  0.114016  0.118816   0.126816   0.00011
t_subj(HC.neutral).102          0.140905  0.006474   0.128383  0.136825  0.140939  0.144818   0.153095  0.000103
t_subj(HC.neutral).103          0.118221  0.008276   0.100525  0.113052  0.118791   0.12407   0.132762   0.00012
t_subj(HC.neutral).104          0.131473  0.007958   0.115798  0.126476  0.131445  0.136233   0.148532  0.000119
t_subj(HC.neutral).105          0.241903  0.007274   0.223387  0.238348  0.242928  0.246742   0.253127  0.000102
t_subj(HC.neutral).106          0.139534  0.008988   0.120034  0.133973  0.140275  0.145788   0.155395  0.000125
t_subj(HC.neutral).107           0.25076  0.016309   0.227786  0.237192  0.243803  0.268345   0.277686  0.000616
t_subj(HC.neutral).108          0.168642  0.011542   0.139476  0.162909  0.170195  0.176525   0.186442  0.000193
t_subj(HC.neutral).109          0.132894  0.009148   0.116852  0.127321  0.132191  0.137225   0.156401  0.000139
t_subj(HC.neutral).110          0.092277  0.010676   0.069826  0.085559  0.092884   0.09971   0.111479   0.00017
t_subj(HC.neutral).112          0.254064  0.003638   0.246255  0.251833  0.254344  0.256548   0.260481  0.000061
t_subj(HC.neutral).117          0.224091  0.021688   0.148709  0.218334  0.230291   0.23702   0.246466  0.000719
t_subj(RI.food).2               0.121717  0.005695   0.109189  0.118198  0.122189  0.125717    0.13157  0.000087
t_subj(RI.food).3               0.192484  0.007013   0.177276  0.188042  0.193098  0.197458   0.204397   0.00011
t_subj(RI.food).6               0.211621  0.014619   0.179442  0.202575  0.212609  0.221901   0.237336  0.000189
t_subj(RI.food).11              0.119645  0.017288   0.083217  0.108375  0.120547  0.131836   0.150769  0.000261
t_subj(RI.food).18              0.142852  0.008436   0.124152  0.137675  0.143469   0.14871   0.157516  0.000114
t_subj(RI.food).20              0.601936  0.023795   0.550975  0.588075  0.605004  0.617174   0.648599  0.000362
t_subj(RI.food).29              0.272749  0.011184   0.248772  0.265826  0.273557  0.280756   0.291923   0.00018
t_subj(RI.food).33              0.146267  0.012548   0.123063  0.137998  0.145484  0.153613   0.173443  0.000221
t_subj(RI.food).34              0.268712  0.004261   0.259619  0.266175  0.269138  0.271648   0.275825   0.00006
t_subj(RI.food).39              0.249896  0.008973   0.230793  0.244236  0.250521  0.256242   0.265844  0.000122
t_subj(RI.food).43               0.20366  0.005519   0.191983  0.200258  0.204083  0.207473   0.213347  0.000085
t_subj(RI.food).46              0.124799  0.005793   0.112214  0.121292  0.125247  0.128789   0.134892  0.000093
t_subj(RI.food).49              0.244669  0.015032   0.218341   0.23442  0.242656  0.253935    0.27717  0.000269
t_subj(RI.food).53              0.124377  0.011513   0.099783  0.117191  0.125169  0.132106   0.145146  0.000156
t_subj(RI.food).55               0.09253  0.012235   0.067457  0.084649  0.093104  0.101021   0.114877  0.000178
t_subj(RI.food).57              0.223763  0.004466   0.214139  0.220947  0.224156  0.226888   0.231458  0.000071
t_subj(RI.food).58              0.176173  0.005684   0.163716  0.173051  0.176708  0.180021   0.185421  0.000081
t_subj(RI.food).59              0.188664  0.008807   0.169379  0.182597  0.190216  0.195325   0.202321  0.000164
t_subj(RI.food).63              0.137908  0.011226   0.116858  0.130236  0.137246   0.14594   0.159387  0.000175
t_subj(RI.food).65              0.126295  0.006467   0.112621   0.12209  0.126725  0.130883   0.137757  0.000093
t_subj(RI.food).72               0.13879   0.00475   0.128902  0.135904  0.138987  0.141729   0.148627  0.000066
t_subj(RI.food).74               0.16777  0.016955   0.131655  0.157228  0.168708  0.179601   0.197683  0.000209
t_subj(RI.food).76              0.215324   0.01988   0.175647  0.199058  0.219607  0.231462   0.245026  0.000364
t_subj(RI.food).77              0.176877  0.011215   0.152519  0.170042  0.177783  0.184719   0.196253  0.000167
t_subj(RI.food).78               0.20938  0.015315   0.172129  0.201126  0.211118  0.220149   0.233728  0.000267
t_subj(RI.food).82              0.136669   0.00567   0.124443  0.133103  0.137174  0.140689   0.146489  0.000093
t_subj(RI.food).83              0.235188  0.011397   0.210728  0.228228  0.235885  0.243191    0.25511  0.000177
t_subj(RI.food).86              0.239485  0.013464    0.21359  0.230777  0.238564  0.248788   0.264793  0.000206
t_subj(RI.food).91              0.246458  0.009537   0.225734  0.240618  0.247175  0.253072   0.262992  0.000156
t_subj(RI.food).92              0.154098  0.016505   0.115868  0.144858  0.156736  0.165683   0.180648  0.000267
t_subj(RI.food).93              0.147593  0.012716    0.11967  0.139759  0.148793  0.156532   0.169572  0.000206
t_subj(RI.food).95               0.10001   0.01004   0.078787  0.093558  0.100774  0.107036   0.117982  0.000165
t_subj(RI.food).99              0.146914  0.009482    0.12681   0.14108   0.14747  0.153209   0.163162  0.000134
t_subj(RI.food).111             0.165595  0.011996   0.139792  0.158074  0.166423   0.17402    0.18643  0.000181
t_subj(RI.food).113             0.115552  0.009791   0.094089  0.109433  0.116351  0.122454    0.13271  0.000161
t_subj(RI.neutral).2            0.119916  0.006373   0.105998  0.115901  0.120448  0.124419   0.130801  0.000099
t_subj(RI.neutral).3            0.213121  0.006227    0.20059  0.208891   0.21327  0.217854   0.223874  0.000115
t_subj(RI.neutral).6            0.203921  0.011308    0.18081  0.197132   0.20432  0.211015   0.225135  0.000171
t_subj(RI.neutral).11           0.146422  0.012518   0.119139  0.138811  0.147147  0.154986   0.168506  0.000173
t_subj(RI.neutral).18           0.104812  0.011157   0.081393  0.097811  0.105395  0.112354    0.12532  0.000156
t_subj(RI.neutral).20           0.196343  0.011061    0.17208  0.189535  0.197115  0.204153    0.21528  0.000161
t_subj(RI.neutral).29           0.284822  0.006683    0.26995  0.281016  0.285594  0.289409   0.295749  0.000127
t_subj(RI.neutral).33           0.184777  0.007043   0.169489  0.180447  0.185343  0.189726   0.197094  0.000106
t_subj(RI.neutral).34            0.14795  0.006177   0.136415  0.143875   0.14758  0.152023   0.159709  0.000083
t_subj(RI.neutral).39           0.238312  0.006539   0.224257  0.234381  0.238822  0.242733   0.249173  0.000088
t_subj(RI.neutral).43           0.226696  0.012588   0.197106  0.220318  0.229346  0.235641   0.245119  0.000211
t_subj(RI.neutral).46           0.177521  0.005456     0.1668  0.174291  0.177777  0.180755   0.188717  0.000087
t_subj(RI.neutral).49           0.218216  0.010754   0.196424  0.211664  0.217889  0.225165   0.238868  0.000142
t_subj(RI.neutral).55            0.12034  0.008344    0.10219  0.115263  0.121021  0.126098   0.134821  0.000134
t_subj(RI.neutral).57           0.125928   0.00539   0.114207  0.122594  0.126319  0.129767   0.135395  0.000072
t_subj(RI.neutral).58           0.136879  0.004273   0.127744   0.13414  0.137228  0.139978   0.144215  0.000069
t_subj(RI.neutral).59           0.219953  0.006066     0.2068  0.216098  0.220366  0.224342   0.230491  0.000103
t_subj(RI.neutral).63           0.200018   0.01198   0.173742  0.192503  0.201107  0.208494   0.220668  0.000212
t_subj(RI.neutral).65           0.125074  0.006746   0.110876  0.120946  0.125387  0.129503    0.13787  0.000097
t_subj(RI.neutral).72           0.149395  0.008805   0.127876  0.145634  0.151122  0.155517   0.162141  0.000152
t_subj(RI.neutral).78           0.209431  0.008349   0.190883  0.204443  0.210115  0.215274   0.223765  0.000137
t_subj(RI.neutral).82           0.187109  0.008283   0.170415  0.182072  0.187124   0.19212   0.203319  0.000131
t_subj(RI.neutral).83            0.16794  0.008457   0.149579  0.162685  0.168586  0.173938   0.182595  0.000122
t_subj(RI.neutral).86           0.236839  0.005661   0.226197  0.233346  0.236609  0.239843   0.250118  0.000103
t_subj(RI.neutral).91           0.173162  0.037367    0.13332  0.147873  0.155626  0.196853    0.24763     0.002
t_subj(RI.neutral).92           0.118955  0.019942   0.089128  0.106233  0.114752  0.125882   0.168573  0.000303
t_subj(RI.neutral).93           0.196131  0.015297   0.167746  0.185272  0.194672  0.207951   0.224945  0.000252
t_subj(RI.neutral).95           0.106829  0.009362   0.086494  0.101035  0.107552  0.113329   0.123253   0.00014
t_subj(RI.neutral).99           0.220556  0.007866   0.203502  0.215616  0.221218  0.226152   0.234187  0.000129
t_subj(RI.neutral).111          0.172694  0.013006   0.146535   0.16497  0.172849  0.180149   0.201165  0.000189
t_subj(RI.neutral).113          0.178074  0.011097   0.151576  0.172494  0.179899  0.185791   0.195104  0.000175
t_subj(RI.neutral).114          0.118165  0.012536   0.092563  0.110421  0.118449  0.126162   0.143457  0.000165
alpha(AN.food)                  0.738041  1.095897  -1.365475 -0.005803  0.719369  1.459386   2.956784   0.02428
alpha(AN.neutral)               1.815059  1.080864  -0.210869  1.089904  1.783321  2.503808   4.057048  0.030814
alpha(HC.food)                  3.442565  0.979787   1.645438  2.782842   3.39625  4.055312    5.52975  0.029091
alpha(HC.neutral)               2.780228  0.874376   1.160493  2.183868  2.730917   3.35415   4.620145  0.023116
alpha(RI.food)                  2.904514  1.062639   0.979407  2.180542  2.840407  3.583679   5.104542  0.031385
alpha(RI.neutral)               2.856939  1.067584   0.914264  2.132005  2.815018  3.549827   5.088047   0.02713
alpha_std                       3.965071  0.560474   3.009924  3.573382  3.913287  4.295061   5.191991   0.02823
alpha_subj(AN.food).1          -1.128399  4.947485  -9.771285 -5.093624 -1.199361  2.599547    8.20166  0.112328
alpha_subj(AN.food).4           0.373288  4.317575   -7.44635 -2.818115  0.022699  3.352457   9.176846  0.057152
alpha_subj(AN.food).5          -0.581201  4.211185  -8.247983 -3.476583  -0.85853  2.181795    8.30145  0.060751
alpha_subj(AN.food).7          -2.015456  4.330445  -9.236069 -5.068934 -2.557166  0.714918   7.565177  0.077207
alpha_subj(AN.food).8          -1.017663  4.144531  -8.227057 -3.753359 -1.617761  1.521895   8.190942  0.063635
alpha_subj(AN.food).9           1.305141  1.534717  -0.252921   0.50543   0.94512  1.570639   5.878975  0.032833
alpha_subj(AN.food).10          -0.68107  4.508611  -8.458088 -3.956384 -1.166318  2.489356   8.699092  0.071676
alpha_subj(AN.food).12         -1.659687  1.495409  -3.272575  -2.49408 -1.983681 -1.281559   2.428488  0.047423
alpha_subj(AN.food).13          4.335348  2.494512   0.829757  2.502168  3.865278  5.763455  10.334591  0.038592
alpha_subj(AN.food).14          0.618477  2.181411  -2.709606 -0.615768  0.212417  1.269911   6.614259  0.054389
alpha_subj(AN.food).15          -4.42298  0.558844  -5.652972 -4.576495 -4.310929 -4.113496  -3.846631  0.011841
alpha_subj(AN.food).16          5.158945  2.308743   1.885045  3.453184  4.755402  6.392076  10.750132   0.03837
alpha_subj(AN.food).17         -1.334705  4.528878  -8.779857 -4.523835 -2.422762  1.971494   8.276863  0.071626
alpha_subj(AN.food).19           2.67234  3.927755  -5.061489  0.076142  3.036122  5.165594  10.145416  0.087588
alpha_subj(AN.food).21         -0.214085  4.082643  -7.928988  -2.96613 -0.549648   2.35355   8.298616  0.049241
alpha_subj(AN.food).22          0.380202  1.689821  -1.846759 -0.512132  0.076147  0.776224   5.575667  0.030477
alpha_subj(AN.food).23         -0.102102  4.597729  -8.740741  -3.58911  0.269868  2.976756   8.834635  0.081712
alpha_subj(AN.food).24          3.615659  2.563057   0.307944  1.731222  3.036734  4.927357   9.902564  0.044041
alpha_subj(AN.food).25          5.187184  2.320565   1.947164  3.502227  4.767237  6.438779  10.780083  0.036016
alpha_subj(AN.food).26           2.73019  2.762627  -1.705539  0.828948  2.159088  4.255245   9.362044  0.047356
alpha_subj(AN.food).27           4.66584  2.437306    1.31386   2.86479  4.192964  5.963529  10.566454  0.034043
alpha_subj(AN.food).28          0.389422  2.992612  -3.289484 -1.671535 -0.442212  1.688672   8.136995  0.079588
alpha_subj(AN.food).30          4.987093  2.374799    1.72777   3.23131  4.533682  6.257196    10.9466  0.040197
alpha_subj(AN.food).31         -0.299556  4.427216  -8.592166 -3.534852 -0.227408  2.603222   8.505347  0.069771
alpha_subj(AN.food).32         -1.597424  0.226794  -2.044585 -1.747767 -1.596075 -1.445236  -1.152684  0.002354
alpha_subj(AN.food).35           2.65562  2.198859   0.283034  1.174315  1.944048  3.418901   8.673816  0.037208
alpha_subj(AN.food).36           5.27253  2.360904   2.113957   3.57327  4.777898  6.546806  11.085123  0.044531
alpha_subj(AN.food).37          3.302936  2.396221   0.491491  1.569285  2.597084   4.44013   9.384712  0.036432
alpha_subj(AN.food).38          0.963365  4.307073  -7.763831 -1.838621  1.233234  3.848329    9.16847  0.068846
alpha_subj(AN.food).40         -7.384303  1.745071  -11.75867 -8.242843 -7.035297 -6.124172  -5.053575  0.034753
alpha_subj(AN.food).41          1.197359  4.067856  -7.224319 -1.276589  1.215129  3.794359   9.202295  0.058643
alpha_subj(AN.food).42          0.059746  4.322791  -8.138136 -2.693255 -0.408301  3.068644    8.72164     0.079
alpha_subj(AN.food).44          -0.04411   4.33834  -8.011604 -3.204545 -0.100967  2.908851   8.637952  0.065143
alpha_subj(AN.food).45         -1.508569  4.370505  -9.357835  -4.74068 -1.470441  1.161576    7.63525  0.087636
alpha_subj(AN.neutral).1       -0.289867  4.818284  -8.511319  -4.05265 -0.626536  3.193346   9.575603  0.120932
alpha_subj(AN.neutral).4        0.980046  4.751423  -8.176123 -2.616537  1.449533  4.308617   9.788678  0.127202
alpha_subj(AN.neutral).5        3.033936  3.216132  -2.349465  0.826844  2.585396  4.954581   10.17259   0.04745
alpha_subj(AN.neutral).7       -0.100732  5.006671  -8.791379 -4.164265 -0.057104  3.576066    9.59597  0.135339
alpha_subj(AN.neutral).8        0.507839  0.376464  -0.155659  0.258615  0.481627  0.724616   1.331844  0.005114
alpha_subj(AN.neutral).9        3.042191  2.630793  -0.106064  1.084582  2.256568  4.423429   9.666753  0.043464
alpha_subj(AN.neutral).10       5.484671   2.45332   1.901886  3.666181  5.080304  6.830716  11.301007   0.03863
alpha_subj(AN.neutral).12       1.269436  2.059807   -0.90533  0.084202  0.682886  1.639769   7.548138  0.037697
alpha_subj(AN.neutral).13       3.732917  2.669719   0.364447  1.715725  3.044741   5.18093   10.36219  0.044694
alpha_subj(AN.neutral).14      -0.271977  3.640302   -4.43691 -2.694678 -1.778063  1.763119   8.697453  0.082636
alpha_subj(AN.neutral).15       1.271115   1.80714  -0.381068  0.327092  0.793088  1.454893   6.860953  0.033307
alpha_subj(AN.neutral).16       5.363958  2.530678   1.792943  3.462047  4.915982  6.807125  11.366554  0.038573
alpha_subj(AN.neutral).17       4.278109  2.874661   0.190326  2.132753  3.733747  5.956637  11.146787   0.05366
alpha_subj(AN.neutral).19       3.546498  2.726619   0.069756  1.502867  2.876806  5.035139   10.22293  0.047026
alpha_subj(AN.neutral).22      -1.031085  1.800315  -3.062879 -1.968565 -1.370931 -0.666076   4.328229  0.041809
alpha_subj(AN.neutral).23      -1.705059  5.102748  -9.379756 -5.433225  -3.47664  2.454462   8.971579  0.159461
alpha_subj(AN.neutral).24       2.407357   2.61433  -0.574218  0.653185  1.551246  3.430562   9.453709  0.052082
alpha_subj(AN.neutral).25       4.805991   2.65523   0.894208   2.81548  4.370704   6.34615  11.004722  0.040263
alpha_subj(AN.neutral).26       5.664507  2.419596   2.249939  3.894074  5.192092  6.997112  11.446176  0.040064
alpha_subj(AN.neutral).28      -1.095248  4.116831  -7.950017 -3.957689 -1.762014   1.22626   8.189072  0.089058
alpha_subj(AN.neutral).30       4.290119  2.617139   0.863232  2.282396  3.724186  5.726127  10.609857   0.03768
alpha_subj(AN.neutral).31       0.746998  4.713821  -8.039608 -2.840938  0.942727  4.033973   9.798981   0.09033
alpha_subj(AN.neutral).32       -2.12489  0.274288  -2.674728 -2.306617 -2.116916 -1.935853  -1.603524  0.002922
alpha_subj(AN.neutral).35       5.387992  2.536991   1.871382  3.499493  4.920252  6.815063  11.495933  0.038284
alpha_subj(AN.neutral).36       0.499338   1.61557  -1.098327 -0.311396  0.141675  0.748183   5.370258  0.031918
alpha_subj(AN.neutral).37       5.247801  2.536754   1.642476  3.385837  4.770453  6.660218  11.236925  0.036398
alpha_subj(AN.neutral).38       0.586423  4.662984  -7.927365 -2.962854  0.607535  3.825275   9.636136  0.086132
alpha_subj(AN.neutral).40        0.72054  1.069814  -0.424815  0.177809  0.542529  0.978455   3.048342  0.019993
alpha_subj(AN.neutral).41      -1.030802   4.61729  -8.662459 -4.365632 -1.893078  2.286892    8.69716  0.115285
alpha_subj(AN.neutral).42       1.900114  3.511166  -3.195451 -0.840267  1.427818  4.052673   9.772198  0.076595
alpha_subj(AN.neutral).45       4.794191  2.613066   1.282573  2.823872  4.266639  6.219327  11.189987  0.037474
alpha_subj(AN.neutral).115      1.470309  3.276221  -2.800864 -0.952744  0.951206  3.185176   9.279402  0.151097
alpha_subj(AN.neutral).116     -0.595551  4.661545  -8.515132 -4.036541 -1.318285  2.638682   9.407378  0.091884
alpha_subj(HC.food).47          5.225665  3.126765   0.466857  2.913196  4.772449  7.132071  12.402365  0.051201
alpha_subj(HC.food).48          1.573861  2.340065  -0.687426  0.279465  0.867313  1.791157   8.694677  0.046331
alpha_subj(HC.food).50          2.128947  4.805252   -6.75129 -1.423287  2.300284   5.47894  11.293468  0.090805
alpha_subj(HC.food).51          5.511129  2.943164   1.364863  3.282459  4.989835  7.255549  12.368327   0.04961
alpha_subj(HC.food).52           2.51755  4.348433  -5.386767 -0.524256  2.317931  5.426198  11.379875  0.063598
alpha_subj(HC.food).54          0.966162  4.904841  -6.964166 -2.856056  0.328509  4.604535  10.958395  0.101239
alpha_subj(HC.food).56          6.167227  2.761145   2.194183  4.114171   5.69839  7.750361  12.696606  0.047085
alpha_subj(HC.food).60          4.948893  3.128264   0.503471  2.559371  4.401913  6.789167  12.143625  0.055418
alpha_subj(HC.food).61          3.177198  2.554509   0.792629  1.537597  2.204093  3.840171    10.3261  0.049932
alpha_subj(HC.food).62           5.79598  2.799355   1.825268   3.64956  5.337841  7.431538  12.424326  0.046734
alpha_subj(HC.food).64          5.139198  3.094022   0.385677  2.836426  4.708578  7.068187  12.019366  0.045093
alpha_subj(HC.food).66           4.01996  3.287383  -0.541733  1.411581  3.507753  6.002802  11.646347  0.050343
alpha_subj(HC.food).67          4.884356  3.112127   0.457773  2.496623  4.376565  6.763728  12.048945  0.052931
alpha_subj(HC.food).68         -0.150984  0.336636  -0.803688 -0.375677 -0.159222  0.068777   0.546071   0.00497
alpha_subj(HC.food).69           2.55717  3.613909  -2.451904 -0.112755  1.649779  4.784824  10.967508   0.06068
alpha_subj(HC.food).70          5.890771  2.885808   1.813226  3.725638  5.432612  7.508763  12.705165  0.048321
